ACTIONDATE,ACTIONTYPE,CANDIDATEID,CONTACTID,CREATEDATE,JOBID,NOTEFIRST100CHARS,NOTEID,USERID,api_fromDate,api_toDate
,Updated Contact Information,827399334299,,2020-11-18 15:20:24.0,,"Updated Contact Information:
City:  --> San Francisco
State:  --> CA
Preferred Salary: 0/h --> 90",362017841,1470052,2020-11-18,2020-11-19
,Updated Contact Information,1142127982997,,2020-11-18 15:20:12.0,,"Updated Contact Information:
First Name: Wai-ling --> Wai Ling",362017798,1419821,2020-11-18,2020-11-19
,Updated Contact Information,4540626782544,,2020-11-18 15:01:33.0,,"Updated Contact Information:
Current Salary: 0/h --> 45/h
Preferred Salary: 0/h --> 50/h",362007258,1470052,2020-11-18,2020-11-19
,Updated Contact Information,3709979540652,,2020-11-18 14:50:57.0,,"Updated Contact Information:
Current Salary: 0/h --> 65/h
Preferred Salary: 1/h --> 80/h",362003653,1470052,2020-11-18,2020-11-19
,Updated Contact Information,11436846342245,,2020-11-18 14:29:24.0,,"Updated Contact Information:
Last Name: Ouagadougou --> Gambo",361995482,1403411,2020-11-18,2020-11-19
,Updated Contact Information,6884758360674,,2020-11-18 14:10:33.0,,"Updated Contact Information:
Current Salary: 0/h --> 140/h
Preferred Salary: 0/h --> 200000/h",361987618,1440691,2020-11-18,2020-11-19
,Updated Contact Information,42197,,2020-11-18 13:55:30.0,,"Updated Contact Information:
Address:   --> 9290 East Thompson Peak Parkway 
City: Englewood --> S",361983315,1169137,2020-11-18,2020-11-19
,Updated Contact Information,107028680351,,2020-11-18 13:26:11.0,,"Updated Contact Information:
Secondary Email: fes-o8m-bse@mail.dice.com --> ",361972578,1169137,2020-11-18,2020-11-19
,Updated Contact Information,7934032568652,,2020-11-18 13:22:54.0,,"Updated Contact Information:
Last Name: A --> Bhadri",361971200,1445360,2020-11-18,2020-11-19
,Updated Contact Information,7934032568652,,2020-11-18 13:18:46.0,,"Updated Contact Information:
First Name: Delta --> Surya
Last Name: Airlines --> A",361969735,1445360,2020-11-18,2020-11-19
,Updated Contact Information,12223098779917,,2020-11-18 13:09:03.0,,"Updated Contact Information:
Primary Email: Auto_12223098779917@jobdiva.com --> davidkleinschmidt1@",361966261,1470052,2020-11-18,2020-11-19
,Updated Contact Information,12162540567116,,2020-11-18 12:45:17.0,,"Updated Contact Information:
Legal First Name:  --> John
Legal Middle Name:  --> David
Legal Last",361958050,1440691,2020-11-18,2020-11-19
,Updated Contact Information,1441621123836,,2020-11-18 12:13:18.0,,"Updated Contact Information:
Preferred Salary: 65000/y --> 0/y",361945631,1409440,2020-11-18,2020-11-19
,Updated Contact Information,12195740351860,,2020-11-18 10:25:59.0,,"Updated Contact Information:
Last Name: Mellon --> D",361899517,1445360,2020-11-18,2020-11-19
,Updated Contact Information,12195740351860,,2020-11-18 10:24:18.0,,"Updated Contact Information:
First Name: Bny --> Nisha",361899062,1445360,2020-11-18,2020-11-19
,Updated Contact Information,11135505487557,,2020-11-18 09:31:51.0,,"Updated Contact Information:
Last Name: M. --> Murugesan",361877260,1108886,2020-11-18,2020-11-19
,Updated Contact Information,8825242321663,,2020-11-18 08:08:04.0,,"Updated Contact Information:
Address: 13 Euston Street  --> PO Box 7105 
City: Charlottetown --> R",361858018,1095869,2020-11-18,2020-11-19
2020-11-19 21:08:35.0,Text Message - Received,10942052748065,,2020-11-19 21:08:35.0,,"Tomorrow, Can you please let the folks over at Netspend know that I had a technical issue with the t",362317502,1359813,2020-11-18,2020-11-19
2020-11-19 21:08:34.0,Text Message - Received,10942052748065,,2020-11-19 21:08:34.0,,Hey thanks for the heads up. I was actually in the end of the coding challenge and was posting over ,362317501,1359813,2020-11-18,2020-11-19
2020-11-19 20:01:28.0,Text Message - Received,3771043893100,,2020-11-19 20:01:28.0,,Hi Terence good afternoon. Sure. Let me know if we will schedule anytime to talk with them. Thanks <,362311204,1409440,2020-11-18,2020-11-19
2020-11-19 19:55:52.0,Text Message - Received,11863125139741,,2020-11-19 19:55:52.0,,Hi. Sorry I got off so late but tomorrow should be a slow day for me so I will call you on my lunch ,362310902,1460761,2020-11-18,2020-11-19
2020-11-19 19:34:22.0,Text Message - Received,2508238,,2020-11-19 19:34:22.0,,"No, thanks<br />From Haresh Mirpuri +18477577284 to John Boyle +16782519088<br />Nov 19, 2020, 6:29:",362310017,1440064,2020-11-18,2020-11-19
2020-11-19 18:39:41.0,Text Message - Received,12167015256560,,2020-11-19 18:39:41.0,,I can talk now if easier also<br />From Mike Hamilton +17347092051 to Misti Tappe +19723129631<br />,362304964,1457446,2020-11-18,2020-11-19
2020-11-19 18:39:39.0,Text Message - Received,12167015256560,,2020-11-19 18:39:39.0,,How are we looking on start date/xmas week?<br />From Mike Hamilton +17347092051 to Misti Tappe +197,362304963,1457446,2020-11-18,2020-11-19
2020-11-19 18:12:28.0,Text Message - Received,11511721215154,,2020-11-19 18:12:28.0,,Absolutely - thank you!!<br />From Marlee Johnson +17175123137 to Nick Castiglia +17135474387<br />N,362301307,1251538,2020-11-18,2020-11-19
2020-11-19 18:10:47.0,Text Message - Received,10703943188778,,2020-11-19 18:10:47.0,,Haha no worries! I know you had a crazy week. Thanks for all the help Rachel! It's nice being able t,362301044,1424008,2020-11-18,2020-11-19
2020-11-19 18:07:16.0,Text Message - Received,1372295844237,,2020-11-19 18:07:16.0,,"Sounds great! <br />From Kealy Hughett +12144023773 to Misti Tappe +19723129631<br />Nov 19, 2020, 5",362300546,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:12.0,Text Message - Received,1372295844237,,2020-11-19 18:07:12.0,,Will I hear from Tal about the offer or will you be letting me know?<br />From Kealy Hughett +121440,362300537,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:10.0,Text Message - Received,10703943188778,,2020-11-19 18:07:10.0,,"Yes definitely, thank you so much! <br />From Zach Bagot +15717219873 to Rachel Yarbrough  +15125377",362300533,1424008,2020-11-18,2020-11-19
2020-11-19 18:07:08.0,Text Message - Received,1372295844237,,2020-11-19 18:07:08.0,,"Awesome! <br />From Kealy Hughett +12144023773 to Misti Tappe +19723129631<br />Nov 19, 2020, 4:59:3",362300531,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:05.0,Text Message - Received,1372295844237,,2020-11-19 18:07:05.0,,Thank you! I am soooo happy right now! So thankful you found me on LinkedIn!<br />From Kealy Hughett,362300522,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:02.0,Text Message - Received,1372295844237,,2020-11-19 18:07:02.0,,Will the guy get an offer too? Always good to train with someone :)<br />From Kealy Hughett +1214402,362300515,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:01.0,Text Message - Received,1372295844237,,2020-11-19 18:07:01.0,,Oh my goodness! This is great news! <br />From Kealy Hughett +12144023773 to Misti Tappe +1972312963,362300511,1457446,2020-11-18,2020-11-19
2020-11-19 18:06:58.0,Text Message - Received,12167015256560,,2020-11-19 18:06:58.0,,"<br />From Mike Hamilton +17347092051 to Misti Tappe +19723129631<br />Nov 19, 2020, 4:57:24 PM (tim",362300502,1457446,2020-11-18,2020-11-19
2020-11-19 18:06:56.0,Text Message - Received,1372295844237,,2020-11-19 18:06:56.0,,My heart is racing! So happy! Thank you!!!!<br />From Kealy Hughett +12144023773 to Misti Tappe +197,362300498,1457446,2020-11-18,2020-11-19
2020-11-19 18:06:55.0,Text Message - Received,1372295844237,,2020-11-19 18:06:55.0,,"Ahhhhh!!!!!!<br />From Kealy Hughett +12144023773 to Misti Tappe +19723129631<br />Nov 19, 2020, 4:5",362300492,1457446,2020-11-18,2020-11-19
2020-11-19 17:49:34.0,Text Message - Received,10802362998703,,2020-11-19 17:49:34.0,,"Thanks! <br />From Ananth Samudrala +12282972341 to Nick Castiglia +17135474387<br />Nov 19, 2020, 4",362297196,1251538,2020-11-18,2020-11-19
2020-11-19 17:49:29.0,Text Message - Received,2225691513939,,2020-11-19 17:49:29.0,,"No<br />From Bhavin N Dave +16303367666 to Rachel Yarbrough  +15125377810<br />Nov 19, 2020, 4:42:35",362297180,1424008,2020-11-18,2020-11-19
2020-11-19 17:19:50.0,Text Message - Received,473508870823,,2020-11-19 17:19:50.0,,"Great. Thanks<br />From Sunil Sodhi +19495454237 to Rachel Yarbrough  +15125377810<br />Nov 19, 2020",362290807,1424008,2020-11-18,2020-11-19
2020-11-19 16:50:50.0,Text Message - Received,8312053429476,,2020-11-19 16:50:50.0,,"Thank you!<br />From Viquar Ahmed +19177831079 to Jordan Turner +14049903213<br />Nov 19, 2020, 3:47",362283412,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:47.0,Text Message - Received,8312053429476,,2020-11-19 16:50:47.0,,No I don't remember anything may be my water bottle just top of my head not sure though <br />From V,362283403,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:44.0,Text Message - Received,8312053429476,,2020-11-19 16:50:44.0,,Do you know what items they have of me?<br />From Viquar Ahmed +19177831079 to Jordan Turner +140499,362283388,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:43.0,Text Message - Received,8312053429476,,2020-11-19 16:50:43.0,,"46 Rotary Drive, Scarborough, Ontario, M1B 2J1<br />From Viquar Ahmed +19177831079 to Jordan Turner ",362283380,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:41.0,Text Message - Received,8312053429476,,2020-11-19 16:50:41.0,,"I'm in Toronto now<br />From Viquar Ahmed +19177831079 to Jordan Turner +14049903213<br />Nov 19, 20",362283374,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:40.0,Text Message - Received,8312053429476,,2020-11-19 16:50:40.0,,"Hi Jordan<br />From Viquar Ahmed +19177831079 to Jordan Turner +14049903213<br />Nov 19, 2020, 3:39:",362283372,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:37.0,Text Message - Received,3049134968037,,2020-11-19 16:50:37.0,,"Ok<br />From Raji Kannah +17139926942 to Taylor Kast +17135474406<br />Nov 19, 2020, 3:46:22 PM (tim",362283360,1440874,2020-11-18,2020-11-19
2020-11-19 16:50:33.0,Text Message - Received,3049134968037,,2020-11-19 16:50:33.0,,Please call me if you are available.<br />From Raji Kannah +17139926942 to Taylor Kast +17135474406<,362283336,1440874,2020-11-18,2020-11-19
2020-11-19 16:50:31.0,Text Message - Received,3049134968037,,2020-11-19 16:50:31.0,,"Yes, I did. Is this full time opportunity??<br />From Raji Kannah +17139926942 to Taylor Kast +17135",362283330,1440874,2020-11-18,2020-11-19
2020-11-19 16:12:56.0,Text Message - Received,12192476657899,,2020-11-19 16:12:56.0,,"<br />From Shawn Conn +18126245224 to Danielle Raisi +17135474418<br />Nov 19, 2020, 3:10:03 PM (tim",362268578,1445402,2020-11-18,2020-11-19
2020-11-19 16:12:51.0,Text Message - Received,2225691513939,,2020-11-19 16:12:51.0,,If you have any inside scoop then please let me know <br />From Bhavin N Dave +16303367666 to Rachel,362268550,1424008,2020-11-18,2020-11-19
2020-11-19 16:12:49.0,Text Message - Received,12192476657899,,2020-11-19 16:12:49.0,,"Hi Danielle, yes that's my email. I meant to get back to your email about the DevOps role too. I've ",362268546,1445402,2020-11-18,2020-11-19
2020-11-19 16:03:04.0,Text Message - Received,296618980242,,2020-11-19 16:03:04.0,,Sadhanala@yahoo.com<br />From Sreenivas Sadhanala +17144702737 to Ashley Beatty +19725323653<br />No,362264461,1440691,2020-11-18,2020-11-19
2020-11-19 16:00:11.0,Text Message - Received,2225691513939,,2020-11-19 16:00:11.0,,Let's hope for the best <br />From Bhavin N Dave +16303367666 to Rachel Yarbrough  +15125377810<br /,362263260,1424008,2020-11-18,2020-11-19
2020-11-19 16:00:06.0,Text Message - Received,12167015256560,,2020-11-19 16:00:06.0,,"Done<br />From Mike Hamilton +17347092051 to Misti Tappe +19723129631<br />Nov 19, 2020, 2:55:38 PM ",362263232,1457446,2020-11-18,2020-11-19
2020-11-19 15:52:35.0,Text Message - Received,9226398927901,,2020-11-19 15:52:35.0,,"Hi Nicolle, thanks for reaching out! Yes, I'm looking for a job and would love to discuss more about",362259963,1422044,2020-11-18,2020-11-19
2020-11-19 15:52:32.0,Text Message - Received,12099847015276,,2020-11-19 15:52:32.0,,"Thanks. <br />From Akinai Adan +13124090112 to Nicolle Gregory +14702039917<br />Nov 19, 2020, 1:30:",362259934,1422044,2020-11-18,2020-11-19
2020-11-19 15:52:29.0,Text Message - Received,12099847015276,,2020-11-19 15:52:29.0,,"Hi Nicolle. Yes, I am still on the market. I am interested in this position. I have a time at 1:45 C",362259920,1422044,2020-11-18,2020-11-19
2020-11-19 15:52:26.0,Text Message - Received,2225691513939,,2020-11-19 15:52:26.0,,Summit seemed pretty happy with the conversation. He's going to talk to his team and make a decision,362259908,1424008,2020-11-18,2020-11-19
2020-11-19 15:43:36.0,Text Message - Received,296618980242,,2020-11-19 15:43:36.0,,Send me details<br />From Sreenivas Sadhanala +17144702737 to Ashley Beatty +19725323653<br />Nov 19,362256189,1440691,2020-11-18,2020-11-19
2020-11-19 15:43:34.0,Text Message - Received,6935095566434,,2020-11-19 15:43:34.0,,"4:00?<br />From Keairo Martin +19362248500 to Taylor Kast +17135474406<br />Nov 19, 2020, 2:31:07 PM",362256181,1440874,2020-11-18,2020-11-19
2020-11-19 15:31:00.0,Text Message - Received,6935095566434,,2020-11-19 15:31:00.0,,"Yes what time ? <br />From Keairo Martin +19362248500 to Taylor Kast +17135474406<br />Nov 19, 2020,",362251357,1440874,2020-11-18,2020-11-19
2020-11-19 15:20:04.0,Text Message - Received,8338903947582,,2020-11-19 15:20:04.0,,NM I was looking for something regarding insurance. I found it now. Thanks<br />From Sravani Upputur,362246795,1409440,2020-11-18,2020-11-19
2020-11-19 15:20:01.0,Text Message - Received,12167015256560,,2020-11-19 15:20:01.0,,Not yet. I will though in the next 15-20. <br />From Mike Hamilton +17347092051 to Misti Tappe +1972,362246779,1457446,2020-11-18,2020-11-19
2020-11-19 15:03:50.0,Text Message - Received,3520503973190,,2020-11-19 15:03:50.0,,"I'll call<br />From Vincent Arnold +19032449055 to Ashley Beatty +19725323653<br />Nov 19, 2020, 2:0",362241081,1440691,2020-11-18,2020-11-19
2020-11-19 14:56:13.0,Text Message - Received,12219353993703,,2020-11-19 14:56:13.0,,I can reschedule for 11cst if that helps!<br />From Madalyn Folgate +18159905214 to Nate Ackerman +1,362238752,1419821,2020-11-18,2020-11-19
2020-11-19 14:56:06.0,Text Message - Received,8960640769062,,2020-11-19 14:56:06.0,,Thank you for all your help<br />From Nicholas Shelton +14803351871 to Margot Parsons +17144655478<b,362238690,1169137,2020-11-18,2020-11-19
2020-11-19 14:56:05.0,Text Message - Received,8960640769062,,2020-11-19 14:56:05.0,,"Liked Correct<br />From Nicholas Shelton +14803351871 to Margot Parsons +17144655478<br />Nov 19, 20",362238666,1169137,2020-11-18,2020-11-19
2020-11-19 14:55:59.0,Text Message - Received,8960640769062,,2020-11-19 14:55:59.0,,So after next week the pay schedule is every Friday?<br />From Nicholas Shelton +14803351871 to Marg,362238462,1169137,2020-11-18,2020-11-19
2020-11-19 14:55:58.0,Text Message - Received,8960640769062,,2020-11-19 14:55:58.0,,Okay awesome thank you!<br />From Nicholas Shelton +14803351871 to Margot Parsons +17144655478<br />,362238447,1169137,2020-11-18,2020-11-19
2020-11-19 14:42:53.0,Text Message - Received,10942052748065,,2020-11-19 14:42:53.0,,I will be able to do it later this evening !<br />From Yash Abichandani +15183166505 to Erica Shackl,362233909,1359813,2020-11-18,2020-11-19
2020-11-19 14:42:51.0,Text Message - Received,12156078096312,,2020-11-19 14:42:51.0,,"Cool! so just as long as I submit the timesheet on fieldglass by Friday, EOD It should be counted?<b",362233901,1411444,2020-11-18,2020-11-19
2020-11-19 14:42:50.0,Text Message - Received,11970632171774,,2020-11-19 14:42:50.0,,Great. Zhanar: 773-595-6077. Currently she is in Chicago. <br />From Muras Mairyko +13128580104 to N,362233890,1422044,2020-11-18,2020-11-19
2020-11-19 14:42:48.0,Text Message - Received,12156078096312,,2020-11-19 14:42:48.0,,Laughed at I think it was a mistake haha<br />From Shawn Nguyen +18582077422 to Caressa Nguyen +1714,362233880,1411444,2020-11-18,2020-11-19
2020-11-19 14:35:30.0,Text Message - Received,8815000775051,,2020-11-19 14:35:30.0,,Hi Nicolle. Thank you for reaching out to me. Yes I am interested in this position. <br />From Zhany,362231572,1422044,2020-11-18,2020-11-19
2020-11-19 14:35:26.0,Text Message - Received,11970632171774,,2020-11-19 14:35:26.0,,"I already hired  by Fiserv bank
But I have another candidate which  also Sr QA engineer  is looking ",362231556,1422044,2020-11-18,2020-11-19
2020-11-19 14:35:20.0,Text Message - Received,12156078096312,,2020-11-19 14:35:20.0,,Hi Caressa! I just received an email to set up payroll at Genuent. How would that work considering w,362231521,1411444,2020-11-18,2020-11-19
2020-11-19 14:24:01.0,Text Message - Received,10528370063063,,2020-11-19 14:24:01.0,,"<br />From Agnes Effundem +12407555014 to Nick Castiglia +17135474387<br />Nov 19, 2020, 1:22:31 PM ",362226034,1251538,2020-11-18,2020-11-19
2020-11-19 14:23:59.0,Text Message - Received,11527193439556,,2020-11-19 14:23:59.0,,"Alright, sounds good !<br />From Azamat Apsalbekov +15134100258 to Nicolle Gregory +14702039917<br /",362226025,1422044,2020-11-18,2020-11-19
2020-11-19 14:23:57.0,Text Message - Received,8960640769062,,2020-11-19 14:23:57.0,,I just got this.. is this needed in addition to field glass?<br />From Nicholas Shelton +14803351871,362226017,1169137,2020-11-18,2020-11-19
2020-11-19 14:23:54.0,Text Message - Received,8960640769062,,2020-11-19 14:23:54.0,,"<br />From Nicholas Shelton +14803351871 to Margot Parsons +17144655478<br />Nov 19, 2020, 1:20:02 P",362226000,1169137,2020-11-18,2020-11-19
